antecedents,consequents,support,confidence,lift,Ticker
Volume_High,"Sentiment_Neutral, Return_DOWN",0.07411907654921021,0.4357142857142858,1.018729707792208,AAPL
"Sentiment_Neutral, Return_DOWN",Volatility_Low_Vol,0.2332928311057108,0.5454545454545454,1.0895851721094438,AAPL
"Sentiment_Neutral, Volatility_Low_Vol",Return_DOWN,0.2332928311057108,0.4660194174757281,1.0895851721094438,AAPL
Return_DOWN,"Sentiment_Neutral, Volatility_Low_Vol",0.2332928311057108,0.5454545454545454,1.0895851721094438,AAPL
Volatility_Low_Vol,"Sentiment_Neutral, Return_DOWN",0.2332928311057108,0.4660194174757281,1.0895851721094438,AAPL
"Sentiment_Neutral, Return_UP",Volatility_High_Vol,0.30498177399756987,0.5329087048832272,1.067114024620185,AAPL
"Sentiment_Neutral, Volatility_High_Vol",Return_UP,0.30498177399756987,0.610705596107056,1.067114024620185,AAPL
Return_UP,"Sentiment_Neutral, Volatility_High_Vol",0.30498177399756987,0.5329087048832272,1.067114024620185,AAPL
Volatility_High_Vol,"Sentiment_Neutral, Return_UP",0.30498177399756987,0.610705596107056,1.067114024620185,AAPL
"Volume_Low, Volatility_Low_Vol",Return_DOWN,0.041312272174969626,0.5230769230769231,1.2229895104895105,AAPL
"Return_DOWN, Volume_Low",Volatility_High_Vol,0.041312272174969626,0.5,1.0012165450121655,AAPL
"Return_UP, Volume_Low",Volatility_High_Vol,0.06439854191980558,0.6309523809523809,1.2634399258486848,AAPL
"Volume_Low, Volatility_High_Vol",Return_UP,0.06439854191980558,0.6091954022988505,1.064475193401176,AAPL
"Volume_Normal, Return_DOWN",Volatility_Low_Vol,0.15674362089914945,0.57847533632287,1.1555466062954416,AAPL
"Volume_Normal, Volatility_Low_Vol",Return_DOWN,0.15674362089914945,0.4463667820069204,1.0436359704309532,AAPL
"Return_DOWN, Volatility_Low_Vol",Volume_Normal,0.15674362089914945,0.671875,1.0413429849340865,AAPL
"Volume_Normal, Return_UP",Volatility_Low_Vol,0.19441069258809235,0.5194805194805195,1.0377001639137562,AAPL
"Return_UP, Volatility_Low_Vol",Volume_Normal,0.19441069258809235,0.7272727272727273,1.1272042458483136,AAPL
"Volume_Normal, Volatility_High_Vol",Return_UP,0.1798298906439854,0.6115702479338843,1.0686248705936023,AAPL
"Volume_High, Volatility_Low_Vol",Return_DOWN,0.03523693803159174,0.5,1.1690340909090908,AAPL
"Volume_High, Return_DOWN",Volatility_High_Vol,0.038882138517618466,0.5245901639344261,1.0504567029635832,AAPL
"Volume_High, Return_UP",Volatility_High_Vol,0.060753341433778855,0.6329113924050632,1.2673627152052727,AAPL
"Volume_High, Volatility_High_Vol",Return_UP,0.060753341433778855,0.6097560975609756,1.0654549220651441,AAPL
"Sentiment_Neutral, Volume_Low, Volatility_Low_Vol",Return_DOWN,0.041312272174969626,0.5230769230769231,1.2229895104895105,AAPL
"Volume_Low, Volatility_Low_Vol","Sentiment_Neutral, Return_DOWN",0.041312272174969626,0.5230769230769231,1.2229895104895105,AAPL
"Sentiment_Neutral, Return_DOWN, Volume_Low",Volatility_High_Vol,0.041312272174969626,0.5,1.0012165450121655,AAPL
"Return_DOWN, Volume_Low","Sentiment_Neutral, Volatility_High_Vol",0.041312272174969626,0.5,1.0012165450121655,AAPL
"Sentiment_Neutral, Volume_Low, Volatility_High_Vol",Return_UP,0.06439854191980558,0.6091954022988505,1.064475193401176,AAPL
"Sentiment_Neutral, Volume_Low, Return_UP",Volatility_High_Vol,0.06439854191980558,0.6309523809523809,1.2634399258486848,AAPL
"Volume_Low, Volatility_High_Vol","Sentiment_Neutral, Return_UP",0.06439854191980558,0.6091954022988505,1.064475193401176,AAPL
"Return_UP, Volume_Low","Sentiment_Neutral, Volatility_High_Vol",0.06439854191980558,0.6309523809523809,1.2634399258486848,AAPL
"Sentiment_Neutral, Volume_Normal, Return_DOWN",Volatility_Low_Vol,0.15674362089914945,0.57847533632287,1.1555466062954416,AAPL
"Sentiment_Neutral, Volume_Normal, Volatility_Low_Vol",Return_DOWN,0.15674362089914945,0.4463667820069204,1.0436359704309532,AAPL
"Sentiment_Neutral, Return_DOWN, Volatility_Low_Vol",Volume_Normal,0.15674362089914945,0.671875,1.0413429849340865,AAPL
"Volume_Normal, Return_DOWN","Sentiment_Neutral, Volatility_Low_Vol",0.15674362089914945,0.57847533632287,1.1555466062954416,AAPL
"Volume_Normal, Volatility_Low_Vol","Sentiment_Neutral, Return_DOWN",0.15674362089914945,0.4463667820069204,1.0436359704309532,AAPL
"Return_DOWN, Volatility_Low_Vol","Sentiment_Neutral, Volume_Normal",0.15674362089914945,0.671875,1.0413429849340865,AAPL
"Sentiment_Neutral, Volume_Normal, Return_UP",Volatility_Low_Vol,0.19441069258809235,0.5194805194805195,1.0377001639137562,AAPL
"Sentiment_Neutral, Return_UP, Volatility_Low_Vol",Volume_Normal,0.19441069258809235,0.7272727272727273,1.1272042458483136,AAPL
"Volume_Normal, Return_UP","Sentiment_Neutral, Volatility_Low_Vol",0.19441069258809235,0.5194805194805195,1.0377001639137562,AAPL
"Return_UP, Volatility_Low_Vol","Sentiment_Neutral, Volume_Normal",0.19441069258809235,0.7272727272727273,1.1272042458483136,AAPL
"Sentiment_Neutral, Volume_Normal, Volatility_High_Vol",Return_UP,0.1798298906439854,0.6115702479338843,1.0686248705936023,AAPL
"Volume_Normal, Volatility_High_Vol","Sentiment_Neutral, Return_UP",0.1798298906439854,0.6115702479338843,1.0686248705936023,AAPL
"Volume_High, Sentiment_Neutral, Volatility_Low_Vol",Return_DOWN,0.03523693803159174,0.5,1.1690340909090908,AAPL
"Volume_High, Volatility_Low_Vol","Sentiment_Neutral, Return_DOWN",0.03523693803159174,0.5,1.1690340909090908,AAPL
"Volume_High, Sentiment_Neutral, Return_DOWN",Volatility_High_Vol,0.038882138517618466,0.5245901639344261,1.0504567029635832,AAPL
"Volume_High, Return_DOWN","Sentiment_Neutral, Volatility_High_Vol",0.038882138517618466,0.5245901639344261,1.0504567029635832,AAPL
"Volume_High, Sentiment_Neutral, Return_UP",Volatility_High_Vol,0.060753341433778855,0.6329113924050632,1.2673627152052727,AAPL
"Volume_High, Sentiment_Neutral, Volatility_High_Vol",Return_UP,0.060753341433778855,0.6097560975609756,1.0654549220651441,AAPL
"Volume_High, Return_UP","Sentiment_Neutral, Volatility_High_Vol",0.060753341433778855,0.6329113924050632,1.2673627152052727,AAPL
"Volume_High, Volatility_High_Vol","Sentiment_Neutral, Return_UP",0.060753341433778855,0.6097560975609756,1.0654549220651441,AAPL
Volume_Low,Volatility_High_Vol,0.12515188335358446,0.6560509554140128,1.3136981418630962,AMD
Volume_Low,Return_UP,0.1117861482381531,0.5859872611464968,1.0669635308043515,AMD
Volume_Normal,Volatility_Low_Vol,0.37424058323207776,0.5855513307984791,1.169681420502787,AMD
Volatility_Low_Vol,Volume_Normal,0.37424058323207776,0.7475728155339805,1.1696814205027868,AMD
Volume_Normal,Return_DOWN,0.2916160388821385,0.4562737642585551,1.0121652506328593,AMD
Return_DOWN,Volume_Normal,0.2916160388821385,0.6469002695417789,1.0121652506328593,AMD
Volume_High,Volatility_High_Vol,0.10935601458080195,0.6428571428571429,1.2872784150156413,AMD
Volume_High,Return_DOWN,0.08019441069258809,0.4714285714285714,1.045783596457451,AMD
Return_DOWN,Volatility_Low_Vol,0.23086269744835966,0.5121293800539084,1.0230157276319578,AMD
Volatility_Low_Vol,Return_DOWN,0.23086269744835966,0.4611650485436893,1.0230157276319576,AMD
Return_UP,Volatility_High_Vol,0.27946537059538273,0.5088495575221239,1.01893719182654,AMD
Volatility_High_Vol,Return_UP,0.27946537059538273,0.559610705596107,1.01893719182654,AMD
"Sentiment_Neutral, Volume_Low",Volatility_High_Vol,0.12515188335358446,0.6560509554140128,1.3136981418630962,AMD
Volume_Low,"Sentiment_Neutral, Volatility_High_Vol",0.12515188335358446,0.6560509554140128,1.3136981418630962,AMD
"Sentiment_Neutral, Volume_Low",Return_UP,0.1117861482381531,0.5859872611464968,1.0669635308043515,AMD
Volume_Low,"Sentiment_Neutral, Return_UP",0.1117861482381531,0.5859872611464968,1.0669635308043515,AMD
"Sentiment_Neutral, Volume_Normal",Volatility_Low_Vol,0.37424058323207776,0.5855513307984791,1.169681420502787,AMD
"Sentiment_Neutral, Volatility_Low_Vol",Volume_Normal,0.37424058323207776,0.7475728155339805,1.1696814205027868,AMD
Volume_Normal,"Sentiment_Neutral, Volatility_Low_Vol",0.37424058323207776,0.5855513307984791,1.169681420502787,AMD
Volatility_Low_Vol,"Sentiment_Neutral, Volume_Normal",0.37424058323207776,0.7475728155339805,1.1696814205027868,AMD
"Sentiment_Neutral, Volume_Normal",Return_DOWN,0.2916160388821385,0.4562737642585551,1.0121652506328593,AMD
"Sentiment_Neutral, Return_DOWN",Volume_Normal,0.2916160388821385,0.6469002695417789,1.0121652506328593,AMD
Volume_Normal,"Sentiment_Neutral, Return_DOWN",0.2916160388821385,0.4562737642585551,1.0121652506328593,AMD
Return_DOWN,"Sentiment_Neutral, Volume_Normal",0.2916160388821385,0.6469002695417789,1.0121652506328593,AMD
"Volume_High, Sentiment_Neutral",Volatility_High_Vol,0.10935601458080195,0.6428571428571429,1.2872784150156413,AMD
Volume_High,"Sentiment_Neutral, Volatility_High_Vol",0.10935601458080195,0.6428571428571429,1.2872784150156413,AMD
"Volume_High, Sentiment_Neutral",Return_DOWN,0.08019441069258809,0.4714285714285714,1.045783596457451,AMD
Volume_High,"Sentiment_Neutral, Return_DOWN",0.08019441069258809,0.4714285714285714,1.045783596457451,AMD
"Sentiment_Neutral, Return_DOWN",Volatility_Low_Vol,0.23086269744835966,0.5121293800539084,1.0230157276319578,AMD
"Sentiment_Neutral, Volatility_Low_Vol",Return_DOWN,0.23086269744835966,0.4611650485436893,1.0230157276319576,AMD
Return_DOWN,"Sentiment_Neutral, Volatility_Low_Vol",0.23086269744835966,0.5121293800539084,1.0230157276319578,AMD
Volatility_Low_Vol,"Sentiment_Neutral, Return_DOWN",0.23086269744835966,0.4611650485436893,1.0230157276319576,AMD
"Sentiment_Neutral, Return_UP",Volatility_High_Vol,0.27946537059538273,0.5088495575221239,1.01893719182654,AMD
"Sentiment_Neutral, Volatility_High_Vol",Return_UP,0.27946537059538273,0.559610705596107,1.01893719182654,AMD
Return_UP,"Sentiment_Neutral, Volatility_High_Vol",0.27946537059538273,0.5088495575221239,1.01893719182654,AMD
Volatility_High_Vol,"Sentiment_Neutral, Return_UP",0.27946537059538273,0.559610705596107,1.01893719182654,AMD
"Volume_Low, Volatility_Low_Vol",Return_UP,0.038882138517618466,0.5925925925925926,1.0789904949196985,AMD
"Return_DOWN, Volume_Low",Volatility_High_Vol,0.05224787363304982,0.6615384615384615,1.3246865057084034,AMD
"Return_UP, Volume_Low",Volatility_High_Vol,0.07290400972053462,0.6521739130434783,1.3059346239289114,AMD
"Volume_Low, Volatility_High_Vol",Return_UP,0.07290400972053462,0.58252427184466,1.0606581321419364,AMD
"Volume_Normal, Return_DOWN",Volatility_Low_Vol,0.17618469015795868,0.6041666666666666,1.206866909385113,AMD
"Volume_Normal, Volatility_Low_Vol",Return_DOWN,0.17618469015795868,0.47077922077922074,1.0443431231840934,AMD
"Return_DOWN, Volatility_Low_Vol",Volume_Normal,0.17618469015795868,0.763157894736842,1.1940664398639182,AMD
"Volume_Normal, Return_UP",Volatility_Low_Vol,0.19805589307411908,0.56993006993007,1.1384768144476882,AMD
"Return_UP, Volatility_Low_Vol",Volume_Normal,0.19805589307411908,0.7342342342342342,1.1488113588874043,AMD
"Volume_Normal, Volatility_High_Vol",Return_UP,0.14945321992709598,0.5642201834862386,1.0273301128521557,AMD
"Volume_High, Volatility_Low_Vol",Return_DOWN,0.027946537059538274,0.46,1.0204312668463613,AMD
"Volume_High, Return_DOWN",Volatility_High_Vol,0.05224787363304982,0.6515151515151516,1.304615498046155,AMD
"Volume_High, Volatility_High_Vol",Return_DOWN,0.05224787363304982,0.4777777777777778,1.0598682240191675,AMD
"Volume_High, Return_UP",Volatility_High_Vol,0.05710814094775213,0.6351351351351352,1.2718156112316696,AMD
"Sentiment_Neutral, Volume_Low, Volatility_Low_Vol",Return_UP,0.038882138517618466,0.5925925925925926,1.0789904949196985,AMD
"Volume_Low, Volatility_Low_Vol","Sentiment_Neutral, Return_UP",0.038882138517618466,0.5925925925925926,1.0789904949196985,AMD
"Sentiment_Neutral, Return_DOWN, Volume_Low",Volatility_High_Vol,0.05224787363304982,0.6615384615384615,1.3246865057084034,AMD
"Return_DOWN, Volume_Low","Sentiment_Neutral, Volatility_High_Vol",0.05224787363304982,0.6615384615384615,1.3246865057084034,AMD
"Sentiment_Neutral, Volume_Low, Volatility_High_Vol",Return_UP,0.07290400972053462,0.58252427184466,1.0606581321419364,AMD
"Sentiment_Neutral, Volume_Low, Return_UP",Volatility_High_Vol,0.07290400972053462,0.6521739130434783,1.3059346239289114,AMD
"Volume_Low, Volatility_High_Vol","Sentiment_Neutral, Return_UP",0.07290400972053462,0.58252427184466,1.0606581321419364,AMD
"Return_UP, Volume_Low","Sentiment_Neutral, Volatility_High_Vol",0.07290400972053462,0.6521739130434783,1.3059346239289114,AMD
"Sentiment_Neutral, Volume_Normal, Return_DOWN",Volatility_Low_Vol,0.17618469015795868,0.6041666666666666,1.206866909385113,AMD
"Sentiment_Neutral, Volume_Normal, Volatility_Low_Vol",Return_DOWN,0.17618469015795868,0.47077922077922074,1.0443431231840934,AMD
"Sentiment_Neutral, Return_DOWN, Volatility_Low_Vol",Volume_Normal,0.17618469015795868,0.763157894736842,1.1940664398639182,AMD
"Volume_Normal, Return_DOWN","Sentiment_Neutral, Volatility_Low_Vol",0.17618469015795868,0.6041666666666666,1.206866909385113,AMD
"Volume_Normal, Volatility_Low_Vol","Sentiment_Neutral, Return_DOWN",0.17618469015795868,0.47077922077922074,1.0443431231840934,AMD
"Return_DOWN, Volatility_Low_Vol","Sentiment_Neutral, Volume_Normal",0.17618469015795868,0.763157894736842,1.1940664398639182,AMD
"Sentiment_Neutral, Volume_Normal, Return_UP",Volatility_Low_Vol,0.19805589307411908,0.56993006993007,1.1384768144476882,AMD
"Sentiment_Neutral, Return_UP, Volatility_Low_Vol",Volume_Normal,0.19805589307411908,0.7342342342342342,1.1488113588874043,AMD
"Volume_Normal, Return_UP","Sentiment_Neutral, Volatility_Low_Vol",0.19805589307411908,0.56993006993007,1.1384768144476882,AMD
"Return_UP, Volatility_Low_Vol","Sentiment_Neutral, Volume_Normal",0.19805589307411908,0.7342342342342342,1.1488113588874043,AMD
"Sentiment_Neutral, Volume_Normal, Volatility_High_Vol",Return_UP,0.14945321992709598,0.5642201834862386,1.0273301128521557,AMD
"Volume_Normal, Volatility_High_Vol","Sentiment_Neutral, Return_UP",0.14945321992709598,0.5642201834862386,1.0273301128521557,AMD
"Volume_High, Sentiment_Neutral, Volatility_Low_Vol",Return_DOWN,0.027946537059538274,0.46,1.0204312668463613,AMD
"Volume_High, Volatility_Low_Vol","Sentiment_Neutral, Return_DOWN",0.027946537059538274,0.46,1.0204312668463613,AMD
"Volume_High, Sentiment_Neutral, Return_DOWN",Volatility_High_Vol,0.05224787363304982,0.6515151515151516,1.304615498046155,AMD
"Volume_High, Sentiment_Neutral, Volatility_High_Vol",Return_DOWN,0.05224787363304982,0.4777777777777778,1.0598682240191675,AMD
"Volume_High, Return_DOWN","Sentiment_Neutral, Volatility_High_Vol",0.05224787363304982,0.6515151515151516,1.304615498046155,AMD
"Volume_High, Volatility_High_Vol","Sentiment_Neutral, Return_DOWN",0.05224787363304982,0.4777777777777778,1.0598682240191675,AMD
"Volume_High, Sentiment_Neutral, Return_UP",Volatility_High_Vol,0.05710814094775213,0.6351351351351352,1.2718156112316696,AMD
"Volume_High, Return_UP","Sentiment_Neutral, Volatility_High_Vol",0.05710814094775213,0.6351351351351352,1.2718156112316696,AMD
Volume_Low,Volatility_High_Vol,0.12150668286755771,0.6410256410256411,1.283610955143802,AMZN
Volume_Low,Return_DOWN,0.0959902794653706,0.5064102564102565,1.1114017094017097,AMZN
Volume_Normal,Volatility_Low_Vol,0.3511543134872418,0.5494296577946768,1.097525748458784,AMZN
Volatility_Low_Vol,Volume_Normal,0.3511543134872418,0.7014563106796116,1.097525748458784,AMZN
Volume_Normal,Return_UP,0.3487241798298906,0.5456273764258555,1.0023467205323193,AMZN
Return_UP,Volume_Normal,0.3487241798298906,0.640625,1.0023467205323193,AMZN
Volume_High,Volatility_High_Vol,0.0899149453219927,0.524822695035461,1.050922330934755,AMZN
Volume_High,Return_UP,0.10206561360874848,0.5957446808510638,1.0944148936170213,AMZN
Return_DOWN,Volatility_Low_Vol,0.2393681652490887,0.5253333333333333,1.0493915857605176,AMZN
Volatility_Low_Vol,Return_DOWN,0.2393681652490887,0.4781553398058252,1.0493915857605178,AMZN
Return_UP,Volatility_High_Vol,0.28311057108140947,0.5200892857142857,1.041443995481404,AMZN
Volatility_High_Vol,Return_UP,0.28311057108140947,0.5669099756690997,1.0414439954814043,AMZN
"Sentiment_Neutral, Volume_Low",Volatility_High_Vol,0.12150668286755771,0.6410256410256411,1.283610955143802,AMZN
Volume_Low,"Sentiment_Neutral, Volatility_High_Vol",0.12150668286755771,0.6410256410256411,1.283610955143802,AMZN
"Sentiment_Neutral, Volume_Low",Return_DOWN,0.0959902794653706,0.5064102564102565,1.1114017094017097,AMZN
Volume_Low,"Sentiment_Neutral, Return_DOWN",0.0959902794653706,0.5064102564102565,1.1114017094017097,AMZN
"Sentiment_Neutral, Volume_Normal",Volatility_Low_Vol,0.3511543134872418,0.5494296577946768,1.097525748458784,AMZN
"Sentiment_Neutral, Volatility_Low_Vol",Volume_Normal,0.3511543134872418,0.7014563106796116,1.097525748458784,AMZN
Volume_Normal,"Sentiment_Neutral, Volatility_Low_Vol",0.3511543134872418,0.5494296577946768,1.097525748458784,AMZN
Volatility_Low_Vol,"Sentiment_Neutral, Volume_Normal",0.3511543134872418,0.7014563106796116,1.097525748458784,AMZN
"Sentiment_Neutral, Volume_Normal",Return_UP,0.3487241798298906,0.5456273764258555,1.0023467205323193,AMZN
"Sentiment_Neutral, Return_UP",Volume_Normal,0.3487241798298906,0.640625,1.0023467205323193,AMZN
Volume_Normal,"Sentiment_Neutral, Return_UP",0.3487241798298906,0.5456273764258555,1.0023467205323193,AMZN
Return_UP,"Sentiment_Neutral, Volume_Normal",0.3487241798298906,0.640625,1.0023467205323193,AMZN
"Volume_High, Sentiment_Neutral",Volatility_High_Vol,0.0899149453219927,0.524822695035461,1.050922330934755,AMZN
Volume_High,"Sentiment_Neutral, Volatility_High_Vol",0.0899149453219927,0.524822695035461,1.050922330934755,AMZN
"Volume_High, Sentiment_Neutral",Return_UP,0.10206561360874848,0.5957446808510638,1.0944148936170213,AMZN
Volume_High,"Sentiment_Neutral, Return_UP",0.10206561360874848,0.5957446808510638,1.0944148936170213,AMZN
"Sentiment_Neutral, Return_DOWN",Volatility_Low_Vol,0.2393681652490887,0.5253333333333333,1.0493915857605176,AMZN
"Sentiment_Neutral, Volatility_Low_Vol",Return_DOWN,0.2393681652490887,0.4781553398058252,1.0493915857605178,AMZN
Return_DOWN,"Sentiment_Neutral, Volatility_Low_Vol",0.2393681652490887,0.5253333333333333,1.0493915857605176,AMZN
Volatility_Low_Vol,"Sentiment_Neutral, Return_DOWN",0.2393681652490887,0.4781553398058252,1.0493915857605178,AMZN
"Sentiment_Neutral, Return_UP",Volatility_High_Vol,0.28311057108140947,0.5200892857142857,1.041443995481404,AMZN
"Sentiment_Neutral, Volatility_High_Vol",Return_UP,0.28311057108140947,0.5669099756690997,1.0414439954814043,AMZN
Return_UP,"Sentiment_Neutral, Volatility_High_Vol",0.28311057108140947,0.5200892857142857,1.041443995481404,AMZN
Volatility_High_Vol,"Sentiment_Neutral, Return_UP",0.28311057108140947,0.5669099756690997,1.0414439954814043,AMZN
"Volume_Low, Volatility_Low_Vol",Return_DOWN,0.04374240583232078,0.6428571428571429,1.410857142857143,AMZN
"Return_DOWN, Volume_Low",Volatility_High_Vol,0.05224787363304982,0.5443037974683544,1.0899319350765346,AMZN
"Return_UP, Volume_Low",Volatility_High_Vol,0.0692588092345079,0.7402597402597403,1.4823205991089203,AMZN
"Volume_Low, Volatility_High_Vol",Return_UP,0.0692588092345079,0.5700000000000001,1.0471205357142859,AMZN
"Volume_Normal, Return_DOWN",Volatility_Low_Vol,0.16038882138517618,0.5523012552301255,1.1032619734329934,AMZN
"Volume_Normal, Volatility_Low_Vol",Return_DOWN,0.16038882138517618,0.45674740484429066,1.00240830449827,AMZN
"Return_DOWN, Volatility_Low_Vol",Volume_Normal,0.16038882138517618,0.6700507614213198,1.0483874080793654,AMZN
"Volume_Normal, Return_UP",Volatility_Low_Vol,0.19076549210206561,0.5470383275261325,1.0927488921213762,AMZN
"Return_UP, Volatility_Low_Vol",Volume_Normal,0.19076549210206561,0.7302325581395349,1.1425501812715537,AMZN
"Volume_Normal, Volatility_High_Vol",Return_UP,0.15795868772782504,0.5485232067510549,1.0076665159734781,AMZN
"Volume_High, Return_DOWN",Volatility_Low_Vol,0.03523693803159174,0.5087719298245614,1.0163089763243058,AMZN
"Volume_High, Volatility_Low_Vol",Return_UP,0.046172539489671933,0.5671641791044777,1.0419109808102347,AMZN
"Volume_High, Return_UP",Volatility_High_Vol,0.05589307411907655,0.5476190476190476,1.0965705016799907,AMZN
"Volume_High, Volatility_High_Vol",Return_UP,0.05589307411907655,0.6216216216216216,1.14195222007722,AMZN
"Sentiment_Neutral, Volume_Low, Volatility_Low_Vol",Return_DOWN,0.04374240583232078,0.6428571428571429,1.410857142857143,AMZN
"Volume_Low, Volatility_Low_Vol","Sentiment_Neutral, Return_DOWN",0.04374240583232078,0.6428571428571429,1.410857142857143,AMZN
"Sentiment_Neutral, Return_DOWN, Volume_Low",Volatility_High_Vol,0.05224787363304982,0.5443037974683544,1.0899319350765346,AMZN
"Return_DOWN, Volume_Low","Sentiment_Neutral, Volatility_High_Vol",0.05224787363304982,0.5443037974683544,1.0899319350765346,AMZN
"Sentiment_Neutral, Volume_Low, Volatility_High_Vol",Return_UP,0.0692588092345079,0.5700000000000001,1.0471205357142859,AMZN
"Sentiment_Neutral, Volume_Low, Return_UP",Volatility_High_Vol,0.0692588092345079,0.7402597402597403,1.4823205991089203,AMZN
"Volume_Low, Volatility_High_Vol","Sentiment_Neutral, Return_UP",0.0692588092345079,0.5700000000000001,1.0471205357142859,AMZN
"Return_UP, Volume_Low","Sentiment_Neutral, Volatility_High_Vol",0.0692588092345079,0.7402597402597403,1.4823205991089203,AMZN
"Sentiment_Neutral, Volume_Normal, Return_DOWN",Volatility_Low_Vol,0.16038882138517618,0.5523012552301255,1.1032619734329934,AMZN
"Sentiment_Neutral, Volume_Normal, Volatility_Low_Vol",Return_DOWN,0.16038882138517618,0.45674740484429066,1.00240830449827,AMZN
"Sentiment_Neutral, Return_DOWN, Volatility_Low_Vol",Volume_Normal,0.16038882138517618,0.6700507614213198,1.0483874080793654,AMZN
"Volume_Normal, Return_DOWN","Sentiment_Neutral, Volatility_Low_Vol",0.16038882138517618,0.5523012552301255,1.1032619734329934,AMZN
"Volume_Normal, Volatility_Low_Vol","Sentiment_Neutral, Return_DOWN",0.16038882138517618,0.45674740484429066,1.00240830449827,AMZN
"Return_DOWN, Volatility_Low_Vol","Sentiment_Neutral, Volume_Normal",0.16038882138517618,0.6700507614213198,1.0483874080793654,AMZN
"Sentiment_Neutral, Volume_Normal, Return_UP",Volatility_Low_Vol,0.19076549210206561,0.5470383275261325,1.0927488921213762,AMZN
"Sentiment_Neutral, Return_UP, Volatility_Low_Vol",Volume_Normal,0.19076549210206561,0.7302325581395349,1.1425501812715537,AMZN
"Volume_Normal, Return_UP","Sentiment_Neutral, Volatility_Low_Vol",0.19076549210206561,0.5470383275261325,1.0927488921213762,AMZN
"Return_UP, Volatility_Low_Vol","Sentiment_Neutral, Volume_Normal",0.19076549210206561,0.7302325581395349,1.1425501812715537,AMZN
"Sentiment_Neutral, Volume_Normal, Volatility_High_Vol",Return_UP,0.15795868772782504,0.5485232067510549,1.0076665159734781,AMZN
"Volume_Normal, Volatility_High_Vol","Sentiment_Neutral, Return_UP",0.15795868772782504,0.5485232067510549,1.0076665159734781,AMZN
"Volume_High, Sentiment_Neutral, Return_DOWN",Volatility_Low_Vol,0.03523693803159174,0.5087719298245614,1.0163089763243058,AMZN
"Volume_High, Return_DOWN","Sentiment_Neutral, Volatility_Low_Vol",0.03523693803159174,0.5087719298245614,1.0163089763243058,AMZN
"Volume_High, Sentiment_Neutral, Volatility_Low_Vol",Return_UP,0.046172539489671933,0.5671641791044777,1.0419109808102347,AMZN
